"yr","mon","monthly_EXO_fdom","monthly_EXO_spCond","monthly_EXO_do_mgL","monthly_EXO_sal_psu","monthly_EXO_depth","monthly_EXO_pH","monthly_EXO_chla_ugL","monthly_EXO_Turbidity_NTU","day","Date","monthly_EXOchla_ugL_ZT","monthly_EXO_do_mgL_ZT","monthly_EXO_spCond_ZT","monthly_EXO_sal_psu_ZT","monthly_EXO_pH_ZT","monthly_EXO_Turbidity_NTU_ZT","Canal"
2021,4,23.2504801670146,25280.210908142,5.29998956158664,15.3724425887265,0.215017745302714,7.63555323590814,7.51792275574113,0,1,2021-04-01,0.158808921675572,0.370718984099036,1.30132825312484,1.32364736151628,1.20315671186386,0.307597743175378,"Coral_Gables"
2021,5,23.7760922248401,22375.8248384926,6.17405450874832,13.4533849259758,0.168823687752355,7.65911507402423,9.84197510094213,0,1,2021-05-01,0.846278747428117,1.30226911046571,0.821444043215286,0.821910688129286,1.36969944815622,0.307597743175378,"Coral_Gables"
2021,6,27.2299721448468,21105.5774129526,5.16608983286908,12.658635097493,0.464493036211699,7.44973885793872,7.75264275766017,-2.65995473537604,1,2021-06-01,0.228240627528979,0.228012987694136,0.611564341420518,0.614123739952728,-0.11023975563694,-0.776929541338253,"Coral_Gables"
2021,7,43.2201152542373,7385.70986101695,4.47396949152542,4.14066440677966,0.499760338983051,7.2978813559322,3.89520677966102,1.75348135593219,1,2021-07-01,-0.912814067354549,-0.509626467512584,-1.65533394356516,-1.61289546917333,-1.18361797791677,1.02253410961154,"Coral_Gables"
2021,8,26.1725016812374,15422.5197108272,6.56198386012105,8.98068594485541,0.497168796234028,7.46620040349697,7.78792535305986,-3.13256893073302,1,2021-08-01,0.238677449127085,1.71571165551467,-0.327432606593405,-0.347474240425732,0.00611580318517953,-0.969625673755948,"Coral_Gables"
2021,9,41.029690219283,10393.0356804734,3.83580229725026,5.92921684650191,0.467072050121824,7.33489035851027,3.89306648103028,-3.31176122520014,1,2021-09-01,-0.91344718163434,-1.18976440508867,-1.15844126462985,-1.14527932156985,-0.922026308946155,-1.04268666608773,"Coral_Gables"
2021,10,28.1184338160997,16776.0413396163,4.26374957926624,9.86460787613598,0.44439784584315,7.43361494446314,4.95607876135981,-0.830134634803094,1,2021-10-01,-0.599001223203161,-0.733672044978821,-0.103793723245717,-0.116373290233948,-0.224208821069504,-0.0308680394524742,"Coral_Gables"
2021,11,34.1845824634656,14828.530653913,4.06052173913043,8.43443234782609,0.496976347826087,7.60897043478261,3.4272452173913,-2.51836173913044,1,2021-11-01,-1.05124014641286,-0.950265698316023,-0.425575884531166,-0.49029197223183,1.01526082632427,-0.719198683860828,"Coral_Gables"
2021,12,23.1040094180962,23070.6050588631,4.73316515304406,13.9533736966028,0.552644803229062,7.3020517995291,13.7574335687857,3.90946182307434,1,2021-12-01,2.00449687284516,-0.233384121877461,0.93624078480465,0.952632504036399,-1.15413992596016,1.90157900853293,"Coral_Gables"
2022,1,30.1477923387097,22839.407234543,4.90815188172043,13.8850470430108,0.546511088709677,7.37159946236559,4.60374663978495,3.13212029569892,1,2022-01-01,-0.785640978567704,-0.127295715221881,0.520049868465857,0.531558883201902,-0.311229490605843,-0.384768190373488,"Coral_Gables"
2022,2,25.5241609719058,24178.8804290053,5.56519362186788,14.7161351556568,0.566215261958998,7.42330296127563,6.9542900531511,4.54026955201215,1,2022-02-01,0.268905041346609,0.683499565561146,0.733695853200998,0.740732396380809,0.321244104970011,-0.113863272875306,"Coral_Gables"
2022,3,21.8792667339388,25112.4249882274,5.41456777665658,15.2988462832156,0.542233097880928,7.47349142280525,7.39495795492768,11.0291355533131,1,2022-03-01,0.466605955645825,0.497625949017585,0.882596217518623,0.887392818862185,0.935184696791311,1.13448856259815,"Coral_Gables"
2022,4,23.9104279749478,25702.3117397356,5.61273138482951,15.6661203897008,0.418620737647878,7.45538622129436,7.38574112734864,4.06471468336813,1,2022-04-01,0.462470925088872,0.742161582771221,0.976683158884232,0.979830689148345,0.713709126672954,-0.205352262326017,"Coral_Gables"
2022,5,27.0445084175084,27424.1398653652,6.21521036687984,16.8321272298889,0.35520565466173,7.47091215079098,11.7855536856277,7.09144059239314,1,2022-05-01,2.43639950488808,1.48562594061818,1.25131475805742,1.2732986661794,0.903633225822767,0.376940366809627,"Coral_Gables"
2022,6,54.2859721739131,7323.14701913043,4.36905043478261,4.09926956521739,0.306215652173913,7.22042782608696,5.41074782608696,3.13582956521739,1,2022-06-01,-0.423588576454359,-0.792551637840124,-1.95479375426093,-1.93138749164155,-2.16046736351264,-0.384054587501936,"Coral_Gables"
2022,7,27.5703545857484,15958.9339174906,5.53857483804978,9.28764745993863,0.144181725196045,7.40995567678145,6.1019024889192,2.04885441527446,1,2022-07-01,-0.113509471048184,0.650651752429732,-0.57738567809288,-0.62554372438647,0.157970725156914,-0.593170852697308,"Coral_Gables"
2022,8,23.8465650406504,22699.8557365391,5.73782255333559,13.623230612936,0,7.47798509989841,8.0581442600745,1.55387064002709,1,2022-08-01,0.764137358204657,0.896525183886739,0.497791403469643,0.465663267979669,0.990154518338859,-0.68839764644459,"Coral_Gables"
2022,9,45.3202308499475,17933.2795872683,4.5316859041623,10.7774046869535,0,7.40134312696747,5.89698845750263,2.30621196222455,1,2022-09-01,-0.205441947183769,-0.591858039543929,-0.262477528701707,-0.250592202139058,0.0526159529895008,-0.543659464105884,"Coral_Gables"
2022,10,45.1014873524452,11210.0298178752,3.63897470489039,6.50757504215851,0,7.28079595278246,3.49322091062395,2.16391905564924,1,2022-10-01,-1.28386640211862,-1.69347150371956,-1.33483591820937,-1.32524993564173,-1.4220019413616,-0.571034295249343,"Coral_Gables"
2022,11,43.0178017391304,14581.5252885953,3.75678720445062,8.59566063977747,0,7.33526425591099,5.32209318497914,19.1316794158553,1,2022-11-01,-0.463362527616272,-1.54808984404105,-0.797082364909488,-0.799707344397548,-0.755707314288944,2.69328566224249,"Coral_Gables"
2022,12,33.8037941473259,19982.9441492939,4.84694687289845,11.9876260928043,0.469667787491594,7.44403833221251,3.85154337592468,1.38745124411567,1,2022-12-01,-1.12310888218512,-0.202823233918039,0.064443984577598,0.0540039764540359,0.574893759026651,-0.720414020076401,"Coral_Gables"
2023,1,27.4274509803922,23192.1278194726,5.52257944557133,14.0512778904665,0.568413455037187,7.55350574712644,4.80750845165652,3.89398242055443,1,2023-01-01,-0.717223396275326,0.968520693949802,1.62340427849219,1.62693058714383,0.890951554833372,0.954904808180036,"Coral_Gables"
2023,2,32.4792931547619,17207.953843006,5.18202008928571,10.1838541666667,0.510278645833333,7.53454613095238,6.18588169642857,2.3092931547619,1,2023-02-01,-0.20945619331847,0.344003214413518,0.589309530641379,0.56866715645957,0.724606714129553,-0.0859523507231639,"Coral_Gables"
2023,3,22.662861466039,25915.6800571621,5.3753799596503,15.8432582380632,0.440015803631473,7.6108876933423,8.148369199731,2.15954942837929,1,2023-03-01,0.513487896150167,0.698586392513842,2.09404752442184,2.11727956512011,1.39440007483108,-0.184307172056695,"Coral_Gables"
2023,4,37.0358414464534,8917.29647774687,4.79166203059805,5.08961057023644,0.410514603616134,7.41999652294854,8.42406815020862,6.8001495132128,1,2023-04-01,0.615050288973102,-0.371835086396045,-0.84335691110321,-0.825297428264734,-0.280410271507454,2.8637363303331,"Coral_Gables"
2023,5,29.1917775537634,15300.3818178763,6.00575268817204,8.94222782258064,0.395793682795699,7.5533434139785,10.9147244623656,1.805,1,2023-05-01,1.53256199630454,1.85456340597354,0.259671685870965,0.228914430003876,0.889527302285883,-0.417182675588966,"Coral_Gables"
2023,6,37.9288333333333,8302.00670454546,4.61237121212121,4.65456060606061,0.687398484848485,7.36073484848485,9.31745454545455,2.08307575757576,1,2023-06-01,0.944157309001448,-0.700618448216964,-0.949682015516298,-0.944342430955938,-0.800350849840149,-0.234536683571467,"Coral_Gables"
2023,7,30.6488508064516,7688.1586391129,5.55632392473118,4.31706989247312,0.512596438172043,7.38499327956989,9.5009811827957,1.49287298387097,1,2023-07-01,1.01176512688695,1.03040129327622,-1.05575798572347,-1.03669178439949,-0.587516116398231,-0.622194248670154,"Coral_Gables"
2023,8,12.9682896505376,10347.9198723118,5.05480174731183,5.88871639784946,0.450759408602151,7.45213373655914,8.15181787634409,1.74112567204301,1,2023-08-01,0.514758324812629,0.110710319022666,-0.596138139675441,-0.606633910893884,0.0015500608981761,-0.459136674369234,"Coral_Gables"
2023,9,14.0475,11966.8287962602,4.47994546162836,6.89958317101675,0.428497857421114,7.46624853915076,5.72430074016362,1.46198675496689,1,2023-09-01,-0.379494078187288,-0.943460685251664,-0.316382701065629,-0.330025135715334,0.125388252932981,-0.642480971853236,"Coral_Gables"
2023,10,10.66,12453.7968337618,4.15685946872322,7.26132819194516,1.0856675235647,7.48695372750643,4.3915444015444,2.19451156812339,1,2023-10-01,-0.870456856847152,-1.53593552477237,-0.232232224837512,-0.231038948987258,0.307048114986466,-0.16134330511523,"Coral_Gables"
2023,11,54.04275,10485.3695,4.56925,6.04975,0.911875,7.18,2.8445,1.3885,1,2023-11-01,-1.44035939347987,-0.779694093068441,-0.57238616678071,-0.562569442028333,-2.38605328731783,-0.690748614376577,"Coral_Gables"
2023,12,50.0313575268817,13794.8196505376,4.62620967741935,8.08668346774193,0.912207325268817,7.42014112903226,2.64244959677419,1.95180443548387,1,2023-12-01,-1.51479102402073,-0.675241481444106,-0.000496874724109405,-0.00519265748241369,-0.279141549833975,-0.320758442188413,"Coral_Gables"
2024,1,31.9597075630252,18185.3870117647,5.17855462184874,10.788181512605,0.917473949579832,7.48832268907563,4.57924369747899,3.44861848739496,1,2024-01-01,-1.05597929340449,-0.337199354242671,0.406454252578649,0.392788695484792,-0.431576477412479,-0.283422680651922,"Coral_Gables"
2024,2,31.3549407114625,20403.145256917,5.86163492633848,12.2681602587136,0.8940610851599,7.59568451311534,5.31669062163133,5.38557312252964,1,2024-02-01,-0.711866646658235,0.642993233180619,0.772387726349255,0.784041696216055,0.936030810387054,0.107254139627841,"Coral_Gables"
2024,3,33.2170404040404,13939.2863636364,5.17256565656566,8.1036228956229,0.888220875420875,7.53251851851852,6.49644444444444,2.44747138047138,1,2024-03-01,-0.161361658188898,-0.345793277004357,-0.294158793746661,-0.316911776427374,0.131403324552148,-0.485350470425888,"Coral_Gables"
2024,4,30.67,7390.66,5.43666666666667,4.06,0.935666666666667,7.52333333333333,6.65333333333333,1.63,1,2024-04-01,-0.0881530664482905,0.0331809822891933,-1.37469207500458,-1.38589982500441,0.014399666022644,-0.65023152329064,"Coral_Gables"
2024,5,27.5565065502183,23478.7036681223,6.44393013100437,14.1468995633188,0.532,7.6035807860262,10.7379475982533,1.65126637554585,1,2024-05-01,1.81783823896633,1.47856328190568,1.2798595284074,1.28071260615398,1.036615915716,-0.645942171425385,"Coral_Gables"
2024,6,8.10304378040306,10935.1209763725,4.38790826963169,6.44749826268243,0.539334607366227,7.38977762334955,7.26983321751216,14.5599478804726,1,2024-06-01,0.199522425733587,-1.47174486612846,-0.789850638584059,-0.754731396423041,-1.6868732392654,1.95769270616599,"Coral_Gables"
2021,4,63.2663916391639,35268.7491089109,5.2124202420242,22.4953905390539,0.170324532453245,7.61024202420242,2.47675467546755,3.17811881188119,1,2021-04-01,-1.18216003172779,0.85624163980315,1.71057981713131,1.74473068258473,0.592911349652078,0.513491639164214,"Little_River"
2021,5,45.8109448554136,18238.8934801614,6.25236381977135,10.8746267652993,0.0751950235373235,7.73352051109617,2.36213180901143,4.12094485541358,1,2021-05-01,-1.3139527292153,2.00514337801959,0.0603932894998102,0.0153625256004262,1.45488715828626,1.45228741145577,"Little_River"
2021,6,78.5036682892907,6639.72179415856,4.4074826147427,3.76539290681501,-0.0648974269819193,7.45409596662031,3.05053894297636,4.26167593880389,1,2021-06-01,-0.522426256706259,-0.0330318351510765,-1.06356203139049,-1.04261291343089,-0.498877880089101,1.592416915751,"Little_River"
2021,7,105.673768214165,5142.07560149102,3.53541850220264,2.84457133175194,0.264206370721789,7.27871907827855,3.58696035242291,2.90447305997967,1,2021-07-01,0.094347923933173,-0.996464848415041,-1.20868337734755,-1.17964689339826,-1.72513104844949,0.24101563285005,"Little_River"
2021,8,98.1703566621804,10216.6261339166,4.20121130551817,5.72693135935397,0.48364199192463,7.44664872139973,3.65062920592194,2.17390982503365,1,2021-08-01,0.167553997101715,-0.260914838405566,-0.716961362496347,-0.750702484429448,-0.550949781544505,-0.486424684548648,"Little_River"
2021,9,98.6813061650993,10411.0978753048,3.36881922675026,6.20562521769419,0.502784395680948,7.4313096482062,4.24966562173459,1.74366422849181,1,2021-09-01,0.856322543676371,-1.18051925410452,-0.698117124785832,-0.679464661195558,-0.658202152601661,-0.914831122672937,"Little_River"
2021,10,99.6920371621622,21371.9467972973,3.77623310810811,13.1210472972973,0.195656418918919,7.50940202702703,5.11446283783784,1.72185135135135,1,2021-10-01,1.85066129486764,-0.730419338607618,0.363984963263663,0.349668274419373,-0.112172240340755,-0.936550756937875,"Little_River"
2021,11,90.485552808195,22901.4251060071,4.30556890459364,14.1787455830389,0.318496291063229,7.56574558303887,3.91866831508301,2.01498410455669,1,2021-11-01,0.475743787853561,-0.145623365349273,0.512190829147613,0.507071847082081,0.281787674956487,-0.644671049841193,"Little_River"
2021,12,77.1437895812053,28350.1995335376,4.87691862444671,17.7302315287708,0.287551242764726,7.6993190330269,3.1343241402792,1.84218249914879,1,2021-12-01,-0.426090529783112,0.485588462210352,1.04017499697783,1.03559362276755,1.21574692013059,-0.816733985220384,"Little_River"
2022,1,66.1006082949309,32924.7052073733,4.95478341013825,20.764599078341,0.285339170506912,7.75054377880184,2.95809216589862,2.40458986175115,1,2022-01-01,-0.770125138412291,0.531898203882223,1.14546895003728,1.12415859795669,0.717176322275429,-0.668720485244155,"Little_River"
2022,2,101.540941176471,26685.3845176471,5.38296470588235,16.7100470588235,0.441757647058824,7.78967058823529,2.89842352941176,3.85091764705882,1,2022-02-01,-0.80160407234658,1.05166332680124,0.389223677755857,0.388757647833347,0.920866266236543,-0.133291154567477,"Little_River"
2022,3,84.8718037974683,31398.7713466948,5.39645218002813,19.8850457102672,0.479682489451477,7.83513713080169,2.47261603375527,4.71230309423347,1,2022-03-01,-1.02624413140757,1.06803564088157,0.960516080111491,0.964628178948128,1.15756017615542,0.185593014097817,"Little_River"
2022,4,47.1158955765047,40703.2911675127,5.39384699057288,26.2535823060189,0.486431472081218,7.94588469905729,5.83827411167513,6.24518129079043,1,2022-04-01,0.749350796148504,1.06487322666382,2.08828294372675,2.1197318354967,1.73410005503771,0.753063234284983,"Little_River"
2022,5,104.969410729991,20578.719705365,5.0585708003518,12.6370756376429,0.40856508355321,7.64715919085312,5.21762093227792,11.6322075637643,1,2022-05-01,0.421917464658594,0.657884710457772,-0.35094286013343,-0.349984151147917,0.178967323621071,2.74733583346795,"Little_River"
2022,6,149.654616935484,10556.0455040323,3.85561693548387,6.20703225806452,0.336803629032258,7.35472580645161,4.49828225806452,4.28493951612903,1,2022-06-01,0.0424213686328074,-0.802369321312579,-1.56575459322091,-1.51624370039376,-1.34340929086916,0.027383376625234,"Little_River"
2022,7,130.348542164561,16464.1028542165,4.40150904745647,9.85273130761352,0.301041993854558,7.5334141345169,4.56798224650051,4.24224650051212,1,2022-07-01,0.079192467494448,-0.139716179991042,-0.849660540417806,-0.854999120968887,-0.413177154460769,0.0115784581215976,"Little_River"
2022,8,123.130344827586,19200.3488748242,4.48114275668073,11.6204887482419,0.198780590717299,7.55586497890295,4.04569971870605,4.29748593530239,1,2022-08-01,-0.196344198926573,-0.0430495925551865,-0.518010154136048,-0.534369247392756,-0.296300483423921,0.0320280504596313,"Little_River"
2022,9,115.034494909945,22072.0942018779,4.7114241001565,13.4944522691706,0.0718599374021909,7.57851330203443,3.87095461658842,3.25032863849765,1,2022-09-01,-0.288533158634297,0.236486697299864,-0.169936391818188,-0.194476073707087,-0.178395759367398,-0.355628700822436,"Little_River"
2022,10,101.772995116658,18402.5741182854,2.97667390124797,11.1711123168747,0.203911557243625,7.31699403147043,9.06779706999458,1.99932175800326,1,2022-10-01,2.45312594218533,-1.86930974764419,-0.614705518580346,-0.615875626642477,-1.53983683614455,-0.818750396678223,"Little_River"
2022,11,97.528814325452,19101.4199478442,3.1696314325452,11.5182301808067,0.353892211404729,7.44204450625869,5.48689151599444,1.88381084840056,1,2022-11-01,0.563974522006085,-1.63508047147143,-0.530000968046874,-0.552916560952461,-0.888837570659964,-0.861512438341739,"Little_River"
2022,12,90.1841196236559,23602.1771572581,4.41666666666667,14.6856989247312,0.48655813172043,7.60342405913979,2.0918313172043,1.72830981182796,1,2022-12-01,-1.22713186139845,-0.121316493012057,0.0155193747222231,0.0215882209704747,-0.0487130484004032,-0.919078791403182,"Little_River"
2023,1,64.9102721774193,33113.4730981183,5.58518481182796,21.1147244623656,0.47542372311828,7.83392137096774,1.55927083333333,2.01103494623656,1,2023-01-01,-1.573910737913,1.40459972972164,1.78024190601086,1.78627210489019,0.929817957093168,-1.23223394692039,"Little_River"
2023,2,91.3476805658972,21073.5515971705,4.49328369322413,13.0547877885331,0.476231198808637,7.66270662695458,2.07304914370812,2.47358897989576,1,2023-02-01,-1.07668683751532,0.21003234716316,0.110037116771736,0.115330296868311,0.525306803858216,-0.414657092017666,"Little_River"
2023,3,56.0689303733602,36426.8407736293,5.95152371342079,23.3116918937101,0.489305415405315,7.90236797847292,1.73859064917592,2.46909855364951,1,2023-03-01,-1.40036877156023,1.80538373419693,2.23987966691429,2.24173532754978,1.09152959178049,-0.422594042731368,"Little_River"
2023,4,101.012538194444,18322.5117395833,4.78160763888889,11.2578159722222,0.464443402777778,7.58146180555556,3.13314930555556,2.97113541666667,1,2023-04-01,-0.0507440784652398,0.525466020811273,-0.271593273855654,-0.257208031560412,0.333358168897432,0.464769788611227,"Little_River"
2023,5,98.9450235373235,19513.4398150639,5.1515400134499,11.8816207128447,0.433268997982515,7.68067585743107,3.00787827841291,2.45782111634163,1,2023-05-01,-0.171978757829676,0.930181375410449,-0.106385072527235,-0.127884258517339,0.567760823718975,-0.44252722038113,"Little_River"
2023,6,105.928986111111,16173.4048229167,3.70499305555556,9.75460763888889,0.411120833333333,7.56664236111111,3.52870486111111,2.67813888888889,1,2023-06-01,0.332066313070815,-0.652377506340026,-0.569722183128114,-0.568844927975288,0.298345818780769,-0.0531095557389941,"Little_River"
2023,7,110.534268907563,14163.3125378151,3.34971764705882,8.42657142857143,0.441226218487395,7.53944537815126,3.9994756302521,3.06010084033613,1,2023-07-01,0.787668414791977,-1.04105777013351,-0.848566672365434,-0.844166101848881,0.234090354071757,0.622018598449437,"Little_River"
2023,8,103.141777553763,14609.3639314516,3.37971774193548,8.69947580645161,0.443777553763441,7.444375,5.09896505376344,3.24582997311828,1,2023-08-01,1.85173127724623,-1.00823690915743,-0.786689427248861,-0.787589064950728,0.00947752340635155,0.950299900079412,"Little_River"
2023,9,94.8428411476557,16545.0729496151,3.3080055983205,9.92221133659902,0.432843247025892,7.46871938418474,4.00865990202939,2.99147655703289,1,2023-09-01,0.796556760880555,-1.08669180423561,-0.518163550858758,-0.534098249804458,0.0669934515942223,0.500723308320461,"Little_River"
2023,10,95.1577225394693,21118.1812999664,3.99654014108163,12.9277561303325,0.342509909304669,7.42533087000336,3.94282499160228,1.83178703392677,1,2023-10-01,0.732843111853566,-0.333417636333893,0.116228248777552,0.0889947911169027,-0.0355160490321588,-1.54905951481089,"Little_River"
2023,11,116.468172976728,17882.0407363668,3.50894060437652,10.9942792636332,0,6.58735324765544,3.15279610976033,3.90613407433136,1,2023-11-01,-0.0317303123723835,-0.866863836154006,-0.332696394755181,-0.311843014706068,-2.01531805939513,2.11740538628282,"Little_River"
2023,12,122.23554658594,14422.7973225698,4.40457450386815,8.63623948873192,0,6.59136226034309,2.98362933064245,2.40208879919273,1,2023-12-01,-0.195446382187298,0.112982255051016,-0.812570363735199,-0.800698871062014,-2.0058463847741,-0.541035609142917,"Little_River"
2024,1,120.006453353894,17204.3343793369,4.90721279876638,10.4789437162683,0,6.71566306861989,3.07714726291442,3.46343484965305,1,2024-01-01,-0.00633948852244538,0.0492138123681,-0.897452498088398,-0.914442506303272,-1.12177384254755,-0.359480416912754,"Little_River"
2024,2,114.723018325548,22010.162188286,5.44943586058211,13.6606000718649,0,6.82876392382321,3.37100251527129,2.9801545095221,1,2024-02-01,0.511604877796823,0.63634807597547,-0.174297708527443,-0.182195536365492,-0.737122505365291,-0.640344322430937,"Little_River"
2024,3,112.884403361345,21060.2294352941,4.87565042016807,12.9599025210084,0,6.88074957983193,3.50529075630252,3.59456470588235,1,2024-03-01,0.74829909152005,0.0150371879840969,-0.317238414561008,-0.343458602238387,-0.560321436424618,-0.283272798906562,"Little_River"
2024,4,86.9100452488687,31207.5600730943,5.83411764705882,19.7236338322311,0,7.12923424991298,2.65791159067177,7.17314305603899,1,2024-04-01,-0.745277291595791,1.0528922500094,1.20967662353489,1.21319026381662,0.284764663447443,1.79645900097479,"Little_River"
2024,5,73.5422484134179,31318.3926609248,4.9631459655485,19.8177470534905,0.0446092475068005,7.20861740707162,2.18670444242974,2.41062556663645,1,2024-05-01,-1.57581915138509,0.10977980633353,1.22635410760533,1.23485008920192,0.554743502209786,-0.971332591395414,"Little_River"
2024,6,102.988217512161,16210.2153787353,3.14101806810285,10.0726754690757,0.64974530924253,7.50999305072967,3.68640722724114,4.87001737317582,1,2024-06-01,1.06753196218645,-1.8632711326706,-1.04704210996337,-1.00794370811138,1.57970961868023,0.457971128670878,"Little_River"
